1;42.8510431403;-8.8272893429;fototest1.jpg;Ruinas da igrexa monacal de Santa María de Casteláns;Ruínas dun mosteiro de orixe altomedieval logo reconvertido en parroquia e abandonado aproximadamente no século XVII.
2;42.2178074194;-8.1597089767;fototest2.jpg;Igrexa de  Luaña;Igrexa barroca, do século XVII, que foi un priorato pertencente ó mosteiro de Celanova (Ourense).
3;42.8519987996;-8.7620043755;fototest3.jpg;San Pedro de Dozón;A igrexa de San Fins probablemente ocupe o solar doutra que estaba en obras no ano 1334, para a que deixou unha esmola de douscentos soldos Rui Soga n
4;42.5770704269;-8.0225086212;fototest4.jpg;Igrexa de Santomé de Piñeiro;A Igrexa de San Salvador da Arnoia foi reconstruída no ano 1612.
5;42.3550198233;-8.7192821503;fototest5.jpg;Igrexa de Santa María do Campo;Igrexa románica do século XII.
6;42.3652982093;-8.7194108963;fototest6.jpg;Igreja de Moraime;Igreja románica cuja construçom original data do século XIII.
7;42.8717654402;-8.6851000786;fototest7.jpg;San Martín de Valongo.;A igrexa mandouna erguer o arcebispo de Santiago López de Mendoza sobre unha ermida existente xa no século XIII.
8;42.1893166101;-8.1405258179;fototest8.jpg;San Lourenzo de Fustáns;Igrexa do século XIX, construída en 1863 seguindo uns patróns moi presentes nas igrexas rurais galegas dese século.
9;42.1924326646;-8.1111288071;fototest9.jpg;San Pedro de Poulo;Igrexa do século XVI, con engadidos e reformas barrocas.
10;42.2538003218;-8.138422966;fototest10.jpg;Igrexa románica de Serantes.;Construída no século XVI (antes de 1520) baixo a dirección do mestre de cantería de orixe portuguesa, Bartolomeu de Nosendo, que anteriormente traball
11;42.2105380688;-8.7257409096;fototest11.jpg;Igrexa de Santa María das Areas;Igrexa parroquial románica do século XII, conserva a capela maior de época medieval, cuberta con bóvedas de canón.
12;43.1852882364;-9.0338516235;fototest12.jpg;Santuário de Sam Bieito de Palermo;Templo barroco de planta cadrada e ábsida rectangular.
13;42.7824251616;-8.8884490728;fototest13.jpg;Santa María  A Nova e Cemiterio;Igrexa románica do S.
14;42.1391275172;-7.7565836906;fototest14.jpg;Igrexa de Santa María do Porto;Igrexa dos séculos XIV e XV de estilo gótico mariñeiro, xuntándose con outras tendencias coma plateresco, barroco e neoclasicismo.
15;42.3793356171;-8.687852025;fototest15.jpg;Igrexa de Santa María de Ardán;Igrexa románica do século XII.
16;42.1133778873;-7.7547812462;fototest16.jpg;Pazo e capela de Trasouteiro;Onde hoxe está situado a pequena capela e o campo da festa, os eremitas benedictinos fundaron o mosteiro de Santa Mariña de Tosto que foi obxecto de m
17;43.1450900982;-9.1528022289;fototest17.jpg;Igrexa de Santiago de Cereixo;A freguesía de Santa María dos Ánxeles foi chamada ata o s.
18;42.6819109101;-8.4409868717;fototest18.jpg;A Barca;Edificio de cruz latina e unha única nave cuberta con bóveda de canón.
19;43.3998560278;-8.1835055351;fototest19.jpg;Igrexa de San Martiño de Churío;Esta igrexa substituíu a outra que, segundo explica nos libros de fábrica, non só se quedara pequena para o aumento da poboación, senón tamén porque e
20;42.6078782083;-8.9381504059;fototest20.jpg;Santa María de Mezonzo;Igrexa doada ó mosteiro de Carboeiro no século XII.
21;43.060320492;-8.1347429752;fototest21.jpg;Santa Baia de Tines;Nesta igrexa de Cambeda a arquitectura é de base románica, se ben a capela maior é neoclásica (fins do século XVIII ou principios do XIX), ó igual que
22;43.1114320943;-8.970798254;fototest22.jpg;Igrexa de San Pedro de Redonda;O pequeno templo parroquial intégrano dúas partes, a da nave a dúas aguas e a do altar maior, refeita e elevada a catro aguas.
